"Faj";"Csorhossz";"Fogsag";"Csorhossz_kat";"csormeret_ujramert"
"805";"kis_foldipinty";24.05;NA;"kicsi";"NA"
"806";"harkalypinty_fogs13";39.6365011526067;13;"nagy";"NA"
"807";"harkalypinty";28.03;NA;"kicsi";"32"
"808";"harkalypinty_fogs7";34.790624093858;7;"kozepes";"NA"
"809";"hegyescsoru_foldipinty";22.67;NA;"kicsi";"NA"
"810";"vegetarianus_pinty";15.49;NA;"kicsi";"NA"
"811";"nagy_foldipinty";31.64;NA;"kicsi";"NA"
"812";"harkalypinty_fogs9";36.4393838461694;9;"kozepes";"NA"
"813";"harkalypinty_fogs11";37.965436087473;11;"kozepes";"NA"
"814";"harkalypinty_fogs15";36.6326927813639;15;"kozepes";"NA"
"815";"harkalypinty_fogs5";34.7802124610326;5;"kozepes";"NA"
"816";"harkalypinty_fogs13";38.4180025250327;13;"nagy";"NA"
"817";"harkalypinty_fogs13";37.9432739571401;13;"kozepes";"NA"
"818";"harkalypinty_fogs3";33.6001662001505;3;"kicsi";"NA"
"819";"harkalypinty_fogs11";36.8695506797203;11;"kozepes";"NA"
"820";"harkalypinty_fogs7";36.8832520379464;7;"kozepes";"NA"
"821";"harkalypinty_fogs7";36.9465071666957;7;"kozepes";"NA"
"822";"vegetarianus_pinty";16.39;NA;"kicsi";"NA"
"823";"harkalypinty_fogs9";36.3992639818577;9;"kozepes";"NA"
"824";"harkalypinty_fogs3";36.5626880681289;3;"kozepes";"NA"
"825";"harkalypinty_fogs7";34.4870325574338;7;"kozepes";"NA"
"826";"harkalypinty_fogs5";35.2445336325646;5;"kozepes";"NA"
"827";"harkalypinty_fogs13";39.5661983678558;13;"nagy";"NA"
"828";"harkalypinty_fogs5";33.6973836455712;5;"kicsi";"NA"
"829";"harkalypinty_fogs7";36.0887385361794;7;"kozepes";"NA"
"830";"harkalypinty";30.34;NA;"kicsi";"31"
"831";"harkalypinty";27.41;NA;"kicsi";"31"
"832";"hegyescsoru_foldipinty";24.85;NA;"kicsi";"NA"
"833";"vegetarianus_pinty";16.15;NA;"kicsi";"NA"
"834";"harkalypinty_fogs9";35.4605350174458;9;"kozepes";"NA"
"835";"harkalypinty_fogs7";36.0624635365841;7;"kozepes";"NA"
"836";"harkalypinty_fogs3";34.6478850039634;3;"kozepes";"NA"
"837";"harkalypinty_fogs9";37.8821456274458;9;"kozepes";"NA"
"838";"nagy_foldipinty";34.49;NA;"kozepes";"NA"
"839";"harkalypinty_fogs15";39.7834887024563;15;"nagy";"NA"
"840";"harkalypinty_fogs13";37.2177101379083;13;"kozepes";"NA"
"841";"harkalypinty_fogs3";34.9308532170618;3;"kozepes";"NA"
"842";"harkalypinty_fogs15";37.2207999962446;15;"kozepes";"NA"
"843";"kis_foldipinty";19.03;NA;"kicsi";"NA"
"844";"harkalypinty_fogs15";41.9982873672307;15;"nagy";"NA"
"845";"vegetarianus_pinty";15.69;NA;"kicsi";"NA"
"846";"hegyescsoru_foldipinty";24.88;NA;"kicsi";"NA"
"847";"harkalypinty_fogs1";34.15;1;"kozepes";"NA"
"848";"harkalypinty_fogs15";40.7549887170964;15;"nagy";"NA"
"849";"harkalypinty_fogs9";35.7584404521651;9;"kozepes";"NA"
"850";"harkalypinty_fogs15";38.6405977833521;15;"nagy";"NA"
"851";"harkalypinty_fogs9";37.5191806873099;9;"kozepes";"NA"
"852";"harkalypinty";28.86;NA;"kicsi";"31"
"853";"harkalypinty";29.26;NA;"kicsi";"30"
"854";"harkalypinty_fogs15";38.5205930422713;15;"nagy";"NA"
"855";"harkalypinty_fogs7";34.9432579743826;7;"kozepes";"NA"
"856";"harkalypinty_fogs7";36.9712608002751;7;"kozepes";"NA"
"857";"harkalypinty_fogs5";35.4585144422255;5;"kozepes";"NA"
"858";"harkalypinty_fogs5";36.8044176036217;5;"kozepes";"NA"
"859";"harkalypinty_fogs3";34.2691242349718;3;"kozepes";"NA"
"860";"nagy_foldipinty";34.11;NA;"kozepes";"NA"
"861";"harkalypinty";31.13;NA;"kicsi";"31"
"862";"harkalypinty_fogs1";34.51;1;"kozepes";"NA"
"863";"harkalypinty_fogs3";33.956025598622;3;"kicsi";"NA"
"864";"harkalypinty_fogs15";39.3865410626737;15;"nagy";"NA"
"865";"vegetarianus_pinty";15.74;NA;"kicsi";"NA"
"866";"harkalypinty_fogs13";39.3272216045273;13;"nagy";"NA"
"867";"harkalypinty_fogs11";38.8146695122299;11;"nagy";"NA"
"868";"kis_foldipinty";18.8;NA;"kicsi";"NA"
"869";"harkalypinty";27.07;NA;"kicsi";"31"
"870";"harkalypinty_fogs7";37.2031795572317;7;"kozepes";"NA"
"871";"harkalypinty_fogs3";34.5305253104664;3;"kozepes";"NA"
"872";"harkalypinty_fogs1";33.51;1;"kicsi";"NA"
"873";"vegetarianus_pinty";16.23;NA;"kicsi";"NA"
"874";"kis_foldipinty";21.44;NA;"kicsi";"NA"
"875";"hegyescsoru_foldipinty";21.47;NA;"kicsi";"NA"
"876";"harkalypinty_fogs1";33.8;1;"kicsi";"NA"
"877";"harkalypinty_fogs7";34.0920328173949;7;"kozepes";"NA"
"878";"harkalypinty_fogs1";35.12;1;"kozepes";"NA"
"879";"hegyescsoru_foldipinty";23.15;NA;"kicsi";"NA"
"880";"nagy_foldipinty";33.28;NA;"kicsi";"NA"
"881";"harkalypinty_fogs1";34.2;1;"kozepes";"NA"
"882";"harkalypinty";30.48;NA;"kicsi";"29"
"883";"harkalypinty_fogs5";35.3635394677391;5;"kozepes";"NA"
"884";"harkalypinty_fogs9";36.2295504607849;9;"kozepes";"NA"
"885";"nagy_foldipinty";31.77;NA;"kicsi";"NA"
"886";"harkalypinty_fogs7";35.1322570504761;7;"kozepes";"NA"
"887";"harkalypinty_fogs1";35.37;1;"kozepes";"NA"
"888";"hegyescsoru_foldipinty";20.3;NA;"kicsi";"NA"
"889";"harkalypinty_fogs15";39.2451966563452;15;"nagy";"NA"
"890";"harkalypinty_fogs15";37.0962881354815;15;"kozepes";"NA"
"891";"hegyescsoru_foldipinty";24.53;NA;"kicsi";"NA"
"892";"kis_foldipinty";23.97;NA;"kicsi";"NA"
"893";"harkalypinty_fogs3";35.9675509265232;3;"kozepes";"NA"
"894";"harkalypinty_fogs15";40.1924947490125;15;"nagy";"NA"
"895";"harkalypinty_fogs15";39.781025595739;15;"nagy";"NA"
"896";"harkalypinty_fogs3";34.0165200259052;3;"kozepes";"NA"
"897";"harkalypinty_fogs3";33.6738576904203;3;"kicsi";"NA"
"898";"harkalypinty_fogs1";34.55;1;"kozepes";"NA"
"899";"vegetarianus_pinty";15.54;NA;"kicsi";"NA"
"900";"harkalypinty_fogs1";32.18;1;"kicsi";"NA"
"901";"harkalypinty_fogs13";36.5813715807799;13;"kozepes";"NA"
"902";"harkalypinty_fogs5";34.4939395735473;5;"kozepes";"NA"
"903";"nagy_foldipinty";34.33;NA;"kozepes";"NA"
"904";"vegetarianus_pinty";15.72;NA;"kicsi";"NA"
"905";"harkalypinty_fogs11";38.0250707093564;11;"nagy";"NA"
"906";"harkalypinty_fogs11";37.8385975686303;11;"kozepes";"NA"
"907";"kis_foldipinty";22.98;NA;"kicsi";"NA"
"908";"vegetarianus_pinty";16.17;NA;"kicsi";"NA"
"909";"harkalypinty_fogs5";33.8742422393929;5;"kicsi";"NA"
"910";"harkalypinty_fogs7";32.6670576726973;7;"kicsi";"NA"
"911";"nagy_foldipinty";31.47;NA;"kicsi";"NA"
"912";"harkalypinty_fogs15";38.0000157919969;15;"nagy";"NA"
"913";"harkalypinty_fogs13";36.7277941827843;13;"kozepes";"NA"
"914";"harkalypinty_fogs1";34.93;1;"kozepes";"NA"
"915";"hegyescsoru_foldipinty";26.07;NA;"kicsi";"NA"
"916";"harkalypinty_fogs9";38.0876689956348;9;"nagy";"NA"
"917";"harkalypinty_fogs5";34.8924214774066;5;"kozepes";"NA"
"918";"harkalypinty_fogs1";35.87;1;"kozepes";"NA"
"919";"harkalypinty_fogs5";35.8698269915566;5;"kozepes";"NA"
"920";"kis_foldipinty";21.52;NA;"kicsi";"NA"
"921";"nagy_foldipinty";33.66;NA;"kicsi";"NA"
"922";"harkalypinty_fogs9";35.9885786801804;9;"kozepes";"NA"
"923";"harkalypinty";29.44;NA;"kicsi";"29"
"924";"harkalypinty";28.54;NA;"kicsi";"29"
"925";"harkalypinty_fogs5";34.1569647054043;5;"kozepes";"NA"
"926";"hegyescsoru_foldipinty";23.78;NA;"kicsi";"NA"
"927";"nagy_foldipinty";28.29;NA;"kicsi";"NA"
"928";"nagy_foldipinty";31.37;NA;"kicsi";"NA"
"929";"harkalypinty_fogs11";38.3523232816737;11;"nagy";"NA"
"930";"kis_foldipinty";21.5;NA;"kicsi";"NA"
"931";"nagy_foldipinty";31.47;NA;"kicsi";"NA"
"932";"harkalypinty_fogs3";35.2884652988649;3;"kozepes";"NA"
"933";"hegyescsoru_foldipinty";27.03;NA;"kicsi";"NA"
"934";"nagy_foldipinty";31.08;NA;"kicsi";"NA"
"935";"vegetarianus_pinty";15.83;NA;"kicsi";"NA"
"936";"harkalypinty_fogs1";33.97;1;"kicsi";"NA"
"937";"kis_foldipinty";22.82;NA;"kicsi";"NA"
"938";"harkalypinty_fogs15";38.9247347636006;15;"nagy";"NA"
"939";"harkalypinty_fogs15";39.1305043251032;15;"nagy";"NA"
"940";"harkalypinty_fogs11";39.8231986285152;11;"nagy";"NA"
"941";"harkalypinty_fogs13";38.2085742648178;13;"nagy";"NA"
"942";"harkalypinty";30.26;NA;"kicsi";"28"
"943";"kis_foldipinty";20.9;NA;"kicsi";"NA"
"944";"nagy_foldipinty";30.77;NA;"kicsi";"NA"
"945";"harkalypinty_fogs7";34.4285107996251;7;"kozepes";"NA"
"946";"harkalypinty_fogs13";39.2426284130723;13;"nagy";"NA"
"947";"harkalypinty_fogs13";38.3252326736014;13;"nagy";"NA"
"948";"harkalypinty_fogs7";34.8250540992982;7;"kozepes";"NA"
"949";"vegetarianus_pinty";15.94;NA;"kicsi";"NA"
"950";"harkalypinty_fogs13";41.1047577867016;13;"nagy";"NA"
"951";"harkalypinty_fogs15";37.1016648846265;15;"kozepes";"NA"
"952";"harkalypinty_fogs1";33.13;1;"kicsi";"NA"
"953";"harkalypinty_fogs7";36.4071777908576;7;"kozepes";"NA"
"954";"nagy_foldipinty";34.72;NA;"kozepes";"NA"
"955";"harkalypinty_fogs3";35.8375153835965;3;"kozepes";"NA"
"956";"vegetarianus_pinty";16.17;NA;"kicsi";"NA"
"957";"vegetarianus_pinty";15.6;NA;"kicsi";"NA"
"958";"nagy_foldipinty";34.48;NA;"kozepes";"NA"
"959";"hegyescsoru_foldipinty";26.29;NA;"kicsi";"NA"
"960";"harkalypinty_fogs1";34.52;1;"kozepes";"NA"
"961";"harkalypinty_fogs15";39.3678994306274;15;"nagy";"NA"
"962";"harkalypinty_fogs3";33.7565981115458;3;"kicsi";"NA"
"963";"harkalypinty_fogs9";34.8173285766641;9;"kozepes";"NA"
"964";"harkalypinty_fogs7";35.3491020470116;7;"kozepes";"NA"
"965";"vegetarianus_pinty";16.71;NA;"kicsi";"NA"
"966";"harkalypinty_fogs5";34.2724437098231;5;"kozepes";"NA"
"967";"harkalypinty_fogs9";37.3577238325791;9;"kozepes";"NA"
"968";"harkalypinty_fogs11";37.4443934533328;11;"kozepes";"NA"
"969";"harkalypinty_fogs9";38.5000579314071;9;"nagy";"NA"
"970";"harkalypinty_fogs5";35.0632517476492;5;"kozepes";"NA"
"971";"vegetarianus_pinty";16.43;NA;"kicsi";"NA"
"972";"harkalypinty_fogs11";37.2178057585398;11;"kozepes";"NA"
"973";"hegyescsoru_foldipinty";19.39;NA;"kicsi";"NA"
"974";"harkalypinty_fogs5";34.8195481116577;5;"kozepes";"NA"
"975";"harkalypinty_fogs1";34.3;1;"kozepes";"NA"
"976";"harkalypinty";30.92;NA;"kicsi";"32"
"977";"harkalypinty_fogs7";35.8805282416121;7;"kozepes";"NA"
"978";"harkalypinty_fogs3";36.4533939422509;3;"kozepes";"NA"
"979";"harkalypinty";29.27;NA;"kicsi";"31"
"980";"harkalypinty_fogs7";36.4904827806687;7;"kozepes";"NA"
"981";"kis_foldipinty";23.25;NA;"kicsi";"NA"
"982";"harkalypinty_fogs7";36.1070772726148;7;"kozepes";"NA"
"983";"harkalypinty";30.16;NA;"kicsi";"31"
"984";"nagy_foldipinty";28.26;NA;"kicsi";"NA"
"985";"harkalypinty_fogs3";34.3964392542527;3;"kozepes";"NA"
"986";"vegetarianus_pinty";15.79;NA;"kicsi";"NA"
"987";"harkalypinty_fogs11";36.7460011019485;11;"kozepes";"NA"
"988";"nagy_foldipinty";34.52;NA;"kozepes";"NA"
"989";"nagy_foldipinty";33.59;NA;"kicsi";"NA"
"990";"hegyescsoru_foldipinty";26.62;NA;"kicsi";"NA"
"991";"harkalypinty_fogs1";35.22;1;"kozepes";"NA"
"992";"harkalypinty_fogs3";35.6981074491231;3;"kozepes";"NA"
"993";"harkalypinty_fogs13";37.726771859696;13;"kozepes";"NA"
"994";"harkalypinty_fogs3";34.6119237681585;3;"kozepes";"NA"
"995";"nagy_foldipinty";35.08;NA;"kozepes";"NA"
"996";"harkalypinty_fogs15";39.3573931901498;15;"nagy";"NA"
"997";"harkalypinty_fogs3";34.6746085385024;3;"kozepes";"NA"
"998";"harkalypinty_fogs3";33.2059793403542;3;"kicsi";"NA"
"999";"harkalypinty_fogs13";40.0318125360202;13;"nagy";"NA"
"1000";"harkalypinty_fogs3";33.7597769600458;3;"kicsi";"NA"
"1001";"hegyescsoru_foldipinty";23.58;NA;"kicsi";"NA"
"1002";"harkalypinty_fogs1";34.58;1;"kozepes";"NA"
"1003";"harkalypinty_fogs5";35.4144342658745;5;"kozepes";"NA"
"1004";"nagy_foldipinty";32.27;NA;"kicsi";"NA"
"1005";"harkalypinty_fogs3";33.9862368678035;3;"kicsi";"NA"
"1006";"kis_foldipinty";22.19;NA;"kicsi";"NA"
"1007";"vegetarianus_pinty";15.91;NA;"kicsi";"NA"
"1008";"harkalypinty_fogs7";34.8119921426058;7;"kozepes";"NA"
"1009";"harkalypinty_fogs5";35.1956080892619;5;"kozepes";"NA"
"1010";"vegetarianus_pinty";15.79;NA;"kicsi";"NA"
"1011";"harkalypinty_fogs7";38.2848854130221;7;"nagy";"NA"
"1012";"harkalypinty_fogs13";37.7110371777752;13;"kozepes";"NA"
"1013";"harkalypinty_fogs1";34.36;1;"kozepes";"NA"
"1014";"nagy_foldipinty";35.5;NA;"kozepes";"NA"
"1015";"harkalypinty";31.4;NA;"kicsi";"29"
"1016";"vegetarianus_pinty";15.85;NA;"kicsi";"NA"
"1017";"harkalypinty_fogs9";36.2699176079765;9;"kozepes";"NA"
"1018";"harkalypinty_fogs11";39.472134996103;11;"nagy";"NA"
"1019";"harkalypinty_fogs13";37.9625797188462;13;"kozepes";"NA"
"1020";"harkalypinty_fogs11";38.3641849479387;11;"nagy";"NA"
"1021";"harkalypinty_fogs1";34.86;1;"kozepes";"NA"
"1022";"harkalypinty_fogs13";38.403834767197;13;"nagy";"NA"
"1023";"harkalypinty_fogs1";32.79;1;"kicsi";"NA"
"1024";"harkalypinty_fogs7";33.8171903577351;7;"kicsi";"NA"
"1025";"harkalypinty_fogs13";37.4395708166569;13;"kozepes";"NA"
"1026";"harkalypinty_fogs7";36.1511380370163;7;"kozepes";"NA"
"1027";"harkalypinty_fogs1";32.88;1;"kicsi";"NA"
"1028";"harkalypinty_fogs9";36.5119982983896;9;"kozepes";"NA"
"1029";"vegetarianus_pinty";16.52;NA;"kicsi";"NA"
"1030";"vegetarianus_pinty";15.11;NA;"kicsi";"NA"
"1031";"nagy_foldipinty";28.19;NA;"kicsi";"NA"
"1032";"kis_foldipinty";23.49;NA;"kicsi";"NA"
"1033";"harkalypinty_fogs13";36.8396862117214;13;"kozepes";"NA"
"1034";"harkalypinty_fogs1";33.06;1;"kicsi";"NA"
"1035";"hegyescsoru_foldipinty";23.93;NA;"kicsi";"NA"
"1036";"harkalypinty";28.17;NA;"kicsi";"29"
"1037";"hegyescsoru_foldipinty";26.99;NA;"kicsi";"NA"
"1038";"harkalypinty_fogs11";39.8243215278124;11;"nagy";"NA"
"1039";"harkalypinty";28.54;NA;"kicsi";"30"
"1040";"harkalypinty_fogs13";38.0118468758463;13;"nagy";"NA"
"1041";"vegetarianus_pinty";15.67;NA;"kicsi";"NA"
"1042";"nagy_foldipinty";31.42;NA;"kicsi";"NA"
"1043";"harkalypinty_fogs13";38.2171010954852;13;"nagy";"NA"
"1044";"harkalypinty_fogs5";34.2838332618069;5;"kozepes";"NA"
"1045";"harkalypinty_fogs7";34.1938829613999;7;"kozepes";"NA"
"1046";"harkalypinty_fogs11";38.1910772951576;11;"nagy";"NA"
"1047";"hegyescsoru_foldipinty";25.61;NA;"kicsi";"NA"
"1048";"harkalypinty_fogs13";37.2516733127568;13;"kozepes";"NA"
"1049";"vegetarianus_pinty";16.27;NA;"kicsi";"NA"
"1050";"harkalypinty_fogs9";36.968901799094;9;"kozepes";"NA"
"1051";"hegyescsoru_foldipinty";25.06;NA;"kicsi";"NA"
"1052";"harkalypinty_fogs11";39.9057234286358;11;"nagy";"NA"
"1053";"harkalypinty_fogs11";37.8010591203769;11;"kozepes";"NA"
"1054";"harkalypinty_fogs15";38.3845180276881;15;"nagy";"NA"
"1055";"kis_foldipinty";20.75;NA;"kicsi";"NA"
"1056";"kis_foldipinty";24.38;NA;"kicsi";"NA"
"1057";"vegetarianus_pinty";15.3;NA;"kicsi";"NA"
"1058";"harkalypinty_fogs9";36.2454219516595;9;"kozepes";"NA"
"1059";"hegyescsoru_foldipinty";22.27;NA;"kicsi";"NA"
"1060";"harkalypinty_fogs1";32.24;1;"kicsi";"NA"
"1061";"harkalypinty_fogs15";40.4787503475107;15;"nagy";"NA"
"1062";"harkalypinty_fogs7";35.5320181864653;7;"kozepes";"NA"
"1063";"harkalypinty_fogs3";35.3744459813379;3;"kozepes";"NA"
"1064";"harkalypinty_fogs5";36.9766803603631;5;"kozepes";"NA"
"1065";"harkalypinty_fogs9";35.2056671714791;9;"kozepes";"NA"
"1066";"harkalypinty_fogs9";37.2409479799261;9;"kozepes";"NA"
"1067";"harkalypinty_fogs7";34.5754376034813;7;"kozepes";"NA"
"1068";"harkalypinty";29.15;NA;"kicsi";"30"
"1069";"nagy_foldipinty";34.84;NA;"kozepes";"NA"
"1070";"harkalypinty_fogs15";38.1938894622637;15;"nagy";"NA"
"1071";"harkalypinty_fogs1";33.22;1;"kicsi";"NA"
"1072";"harkalypinty_fogs9";38.9241960499914;9;"nagy";"NA"
"1073";"harkalypinty_fogs5";33.6207915026673;5;"kicsi";"NA"
"1074";"harkalypinty_fogs13";36.9545346524683;13;"kozepes";"NA"
"1075";"harkalypinty_fogs9";37.8192033339741;9;"kozepes";"NA"
"1076";"harkalypinty_fogs9";36.2611366240124;9;"kozepes";"NA"
"1077";"harkalypinty_fogs1";34.53;1;"kozepes";"NA"
"1078";"harkalypinty_fogs1";35.68;1;"kozepes";"NA"
"1079";"kis_foldipinty";22.13;NA;"kicsi";"NA"
"1080";"harkalypinty_fogs9";39.8675655842787;9;"nagy";"NA"
"1081";"vegetarianus_pinty";15.88;NA;"kicsi";"NA"
"1082";"harkalypinty_fogs15";40.3030709437965;15;"nagy";"NA"
"1083";"harkalypinty_fogs5";33.9346195540746;5;"kicsi";"NA"
"1084";"kis_foldipinty";24.23;NA;"kicsi";"NA"
"1085";"harkalypinty_fogs1";35.56;1;"kozepes";"NA"
"1086";"harkalypinty_fogs11";37.3496693317186;11;"kozepes";"NA"
"1087";"harkalypinty_fogs7";36.1471025594677;7;"kozepes";"NA"
"1088";"harkalypinty_fogs1";34.4;1;"kozepes";"NA"
"1089";"harkalypinty_fogs3";36.1402716755078;3;"kozepes";"NA"
"1090";"harkalypinty_fogs7";36.614921004648;7;"kozepes";"NA"
"1091";"vegetarianus_pinty";16.95;NA;"kicsi";"NA"
"1092";"vegetarianus_pinty";15.11;NA;"kicsi";"NA"
"1093";"harkalypinty_fogs11";36.436561688233;11;"kozepes";"NA"
"1094";"nagy_foldipinty";34.21;NA;"kozepes";"NA"
"1095";"harkalypinty_fogs7";34.4889022639354;7;"kozepes";"NA"
"1096";"hegyescsoru_foldipinty";23.79;NA;"kicsi";"NA"
"1097";"harkalypinty_fogs7";36.8277217901202;7;"kozepes";"NA"
"1098";"nagy_foldipinty";34.5;NA;"kozepes";"NA"
"1099";"harkalypinty_fogs1";33.64;1;"kicsi";"NA"
"1100";"harkalypinty_fogs11";37.9110901361784;11;"kozepes";"NA"
"1101";"kis_foldipinty";22.33;NA;"kicsi";"NA"
"1102";"vegetarianus_pinty";16.26;NA;"kicsi";"NA"
"1103";"harkalypinty_fogs11";38.2581917837374;11;"nagy";"NA"
"1104";"harkalypinty_fogs11";37.8569410879207;11;"kozepes";"NA"
"1105";"harkalypinty_fogs1";34.19;1;"kozepes";"NA"
"1106";"harkalypinty";28.32;NA;"kicsi";"29"
"1107";"harkalypinty_fogs7";35.9409915426082;7;"kozepes";"NA"
"1108";"harkalypinty_fogs3";34.5696535298644;3;"kozepes";"NA"
"1109";"harkalypinty_fogs1";34.31;1;"kozepes";"NA"
"1110";"harkalypinty_fogs11";37.5826498259392;11;"kozepes";"NA"
"1111";"harkalypinty_fogs5";35.9932011495283;5;"kozepes";"NA"
"1112";"harkalypinty_fogs5";36.18867037768;5;"kozepes";"NA"
"1113";"vegetarianus_pinty";15.42;NA;"kicsi";"NA"
"1114";"kis_foldipinty";20.68;NA;"kicsi";"NA"
"1115";"harkalypinty_fogs5";36.3492467050429;5;"kozepes";"NA"
"1116";"harkalypinty_fogs5";34.8880135759425;5;"kozepes";"NA"
"1117";"harkalypinty_fogs11";36.5115051736557;11;"kozepes";"NA"
"1118";"vegetarianus_pinty";15.76;NA;"kicsi";"NA"
"1119";"vegetarianus_pinty";15.57;NA;"kicsi";"NA"
"1120";"kis_foldipinty";21.5;NA;"kicsi";"NA"
"1121";"harkalypinty_fogs7";35.5269588413976;7;"kozepes";"NA"
"1122";"harkalypinty_fogs1";33.8;1;"kicsi";"NA"
"1123";"harkalypinty_fogs13";39.3216248740438;13;"nagy";"NA"
"1124";"harkalypinty_fogs1";32.46;1;"kicsi";"NA"
"1125";"harkalypinty_fogs11";39.6806999735886;11;"nagy";"NA"
"1126";"nagy_foldipinty";30.79;NA;"kicsi";"NA"
"1127";"harkalypinty_fogs13";39.2442689070161;13;"nagy";"NA"
"1128";"vegetarianus_pinty";15.97;NA;"kicsi";"NA"
"1129";"harkalypinty_fogs9";37.3157217770891;9;"kozepes";"NA"
"1130";"kis_foldipinty";16.14;NA;"kicsi";"NA"
"1131";"kis_foldipinty";24.69;NA;"kicsi";"NA"
"1132";"kis_foldipinty";22.01;NA;"kicsi";"NA"
"1133";"nagy_foldipinty";30.52;NA;"kicsi";"NA"
"1134";"harkalypinty_fogs7";35.6145150470728;7;"kozepes";"NA"
"1135";"harkalypinty_fogs9";37.4606316850236;9;"kozepes";"NA"
"1136";"harkalypinty_fogs1";32.77;1;"kicsi";"NA"
"1137";"harkalypinty_fogs13";36.0612826033804;13;"kozepes";"NA"
"1138";"harkalypinty_fogs15";38.7899710932299;15;"nagy";"NA"
"1139";"hegyescsoru_foldipinty";23.24;NA;"kicsi";"NA"
"1140";"vegetarianus_pinty";16.73;NA;"kicsi";"NA"
"1141";"harkalypinty_fogs7";37.0031197408082;7;"kozepes";"NA"
"1142";"harkalypinty_fogs3";33.8074967559165;3;"kicsi";"NA"
"1143";"harkalypinty_fogs3";34.0290906935023;3;"kozepes";"NA"
"1144";"nagy_foldipinty";33.18;NA;"kicsi";"NA"
"1145";"harkalypinty_fogs11";36.9273476621557;11;"kozepes";"NA"
"1146";"harkalypinty_fogs3";35.0991933924624;3;"kozepes";"NA"
"1147";"vegetarianus_pinty";16.23;NA;"kicsi";"NA"
"1148";"harkalypinty_fogs9";37.2255584220196;9;"kozepes";"NA"
"1149";"harkalypinty_fogs7";35.6237815186499;7;"kozepes";"NA"
"1150";"harkalypinty_fogs9";37.3177266555191;9;"kozepes";"NA"
"1151";"harkalypinty_fogs1";35.8;1;"kozepes";"NA"
"1152";"hegyescsoru_foldipinty";25.74;NA;"kicsi";"NA"
"1153";"harkalypinty_fogs9";35.2837746235073;9;"kozepes";"NA"
"1154";"nagy_foldipinty";32.57;NA;"kicsi";"NA"
"1155";"harkalypinty_fogs9";36.5673290740131;9;"kozepes";"NA"
"1156";"harkalypinty_fogs5";37.3234891599758;5;"kozepes";"NA"
"1157";"harkalypinty";29.62;NA;"kicsi";"30"
"1158";"harkalypinty";27.16;NA;"kicsi";"28"
"1159";"harkalypinty_fogs15";40.9842353976127;15;"nagy";"NA"
"1160";"harkalypinty_fogs1";33.77;1;"kicsi";"NA"
"1161";"kis_foldipinty";22.36;NA;"kicsi";"NA"
"1162";"harkalypinty";30.75;NA;"kicsi";"29"
"1163";"harkalypinty_fogs13";37.7998876250251;13;"kozepes";"NA"
"1164";"harkalypinty_fogs5";35.9633209618614;5;"kozepes";"NA"
"1165";"harkalypinty_fogs11";38.1983025458022;11;"nagy";"NA"
"1166";"harkalypinty_fogs15";40.223605993817;15;"nagy";"NA"
"1167";"harkalypinty_fogs15";38.0952061180329;15;"nagy";"NA"
"1168";"harkalypinty_fogs9";37.8067493607896;9;"kozepes";"NA"
"1169";"harkalypinty_fogs7";34.00977476241;7;"kozepes";"NA"
"1170";"harkalypinty_fogs11";36.735552141262;11;"kozepes";"NA"
"1171";"harkalypinty_fogs1";34.44;1;"kozepes";"NA"
"1172";"harkalypinty_fogs1";34.5;1;"kozepes";"NA"
"1173";"harkalypinty_fogs11";36.4860366050243;11;"kozepes";"NA"
"1174";"harkalypinty";29.25;NA;"kicsi";"30"
"1175";"nagy_foldipinty";32.4;NA;"kicsi";"NA"
"1176";"harkalypinty_fogs11";37.2850339965814;11;"kozepes";"NA"
"1177";"harkalypinty";29.42;NA;"kicsi";"31"
"1178";"nagy_foldipinty";30.17;NA;"kicsi";"NA"
"1179";"vegetarianus_pinty";16.74;NA;"kicsi";"NA"
"1180";"kis_foldipinty";23.65;NA;"kicsi";"NA"
"1181";"harkalypinty_fogs9";37.9071159001504;9;"kozepes";"NA"
"1182";"harkalypinty_fogs7";36.6343091256451;7;"kozepes";"NA"
"1183";"vegetarianus_pinty";15.36;NA;"kicsi";"NA"
"1184";"kis_foldipinty";22.17;NA;"kicsi";"NA"
"1185";"harkalypinty_fogs5";35.4831663879855;5;"kozepes";"NA"
"1186";"kis_foldipinty";23.5;NA;"kicsi";"NA"
"1187";"kis_foldipinty";21.33;NA;"kicsi";"NA"
"1188";"harkalypinty_fogs3";36.3389516885236;3;"kozepes";"NA"
"1189";"hegyescsoru_foldipinty";22.63;NA;"kicsi";"NA"
"1190";"harkalypinty_fogs3";34.7105985231258;3;"kozepes";"NA"
"1191";"harkalypinty_fogs7";36.4647966895932;7;"kozepes";"NA"
"1192";"harkalypinty_fogs7";36.7901799815371;7;"kozepes";"NA"
"1193";"harkalypinty_fogs3";33.7826160943037;3;"kicsi";"NA"
"1194";"harkalypinty_fogs1";33.7;1;"kicsi";"NA"
"1195";"harkalypinty_fogs13";39.8685792364908;13;"nagy";"NA"
"1196";"harkalypinty";28.07;NA;"kicsi";"29"
"1197";"hegyescsoru_foldipinty";25.76;NA;"kicsi";"NA"
"1198";"harkalypinty_fogs1";33.04;1;"kicsi";"NA"
"1199";"harkalypinty_fogs15";36.7502587128618;15;"kozepes";"NA"
"1200";"harkalypinty_fogs9";38.3414915649757;9;"nagy";"NA"
"1201";"harkalypinty_fogs13";40.1663951173359;13;"nagy";"NA"
